scaffold	start	end	snp	score	p	q	quantile	adjp	fdr
chr1_GL834416_random	155549	155550	chr1_GL834416_random-155550	-0.04621	0.192111111111111	NA	0.790030638699034	0.189474965282699	0.858412885164306
chr1_GL834416_random	155612	155613	chr1_GL834416_random-155613	-0.03157	0.275111111111111	NA	0.625712938958284	0.367646055001244	0.921653914509031
chr1_GL834416_random	207086	207087	chr1_GL834416_random-207087	0.02297	0.334444444444444	NA	0.482771623851049	0.518984881846745	0.9432024560429
chr1_GL834416_random	207263	207264	chr1_GL834416_random-207264	0.07091	0.234555555555556	NA	0.712891821824181	0.274988855453526	0.897949284159779
chr1_GL834416_random	207443	207444	chr1_GL834416_random-207444	0.091005	0.134222222222222	NA	0.87669102050436	0.0951614105045259	0.752778740274229
chr1_GL834416_random	383844	383845	chr1_GL834416_random-383845	0.05069	0.238666666666667	NA	0.704407259014848	0.283923229187392	0.900842147663314
chr1_GL834416_random	383845	383846	chr1_GL834416_random-383846	-0.044765	0.310777777777778	NA	0.541173697855291	0.456637054097351	0.935944243010344
chr1_GL834416_random	383848	383849	chr1_GL834416_random-383849	-0.01562	0.429111111111111	NA	0.217369785529107	0.787639587522317	0.961836089167241
chr1_GL834416_random	384219	384220	chr1_GL834416_random-384220	0.03323	0.367888888888889	NA	0.390666980909734	0.610851618550079	0.951328565246783
chr1_GL834416_random	384262	384263	chr1_GL834416_random-384263	0.005975	0.474444444444444	NA	0.0803912326184304	0.922994055851532	0.967249425941892
chr1_GL834416_random	401142	401143	chr1_GL834416_random-401143	0.01063	0.446555555555556	NA	0.164388404430827	0.839430976746954	0.964106217059934
chr1_GL834416_random	445975	445976	chr1_GL834416_random-445976	0.06635	0.234888888888889	NA	0.712302616073533	0.27570920184939	0.898188766669729
chr1_GL834416_random	726592	726593	chr1_GL834416_random-726593	-0.00945	0.463777777777778	NA	0.112962526514259	0.890948488715266	0.966111375585477
chr1_GL834416_random	726593	726594	chr1_GL834416_random-726594	-0.006545	0.464666666666667	NA	0.11058213528164	0.893615556150051	0.966209101184415
chr1_GL834416_random	733365	733366	chr1_GL834416_random-733366	-0.029045	0.348888888888889	NA	0.44331840678765	0.558163940659295	0.946977844096364
chr1_GL834416_random	751693	751694	chr1_GL834416_random-751694	-0.068555	0.253444444444444	NA	0.674428470421871	0.316917592266724	0.910238858989834
chr1_GL834416_random	762216	762217	chr1_GL834416_random-762217	-0.03867	0.341555555555556	NA	0.46368135753005	0.538172886673831	0.945116371930904
chr1_GL834416_random	762254	762255	chr1_GL834416_random-762255	-0.005935	0.474444444444444	NA	0.0803912326184304	0.922994055851532	0.967249425941892
chr1_GL834416_random	765903	765904	chr1_GL834416_random-765904	0.00307	0.486444444444444	NA	0.0412915390054207	0.959127770702449	0.968444320878288
chr1_GL834416_random	765960	765961	chr1_GL834416_random-765961	0.036865	0.332222222222222	NA	0.488640113127504	0.513029872245919	0.942581031981884
chr1_GL834416_random	766108	766109	chr1_GL834416_random-766109	0.034775	0.331444444444444	NA	0.491020504360123	0.510950354948433	0.942360812147082
chr1_GL834416_random	768173	768174	chr1_GL834416_random-768174	0.0136	0.447222222222222	NA	0.162243695498468	0.841418874931346	0.964187981192343
chr1_GL834416_random	793557	793558	chr1_GL834416_random-793558	-0.019945	0.417888888888889	NA	0.25031817110535	0.75458900777078	0.960231007235865
chr1_GL834416_random	797278	797279	chr1_GL834416_random-797279	0.007605	0.466333333333333	NA	0.106009898656611	0.898618111144389	0.966390890885646
chr1_GL834416_random	802452	802453	chr1_GL834416_random-802453	0.091155	0.175666666666667	NA	0.81758189959934	0.159896283365314	0.836503413858604
chr1_GL834416_random	802555	802556	chr1_GL834416_random-802556	0.04731	0.295444444444444	NA	0.577704454395475	0.417597103751428	0.930372809448206
chr1_GL834416_random	807090	807091	chr1_GL834416_random-807091	-0.018795	0.423444444444444	NA	0.235187367428706	0.770921573343513	0.961040719266812
chr1_GL834416_random	807141	807142	chr1_GL834416_random-807142	-0.00845	0.453777777777778	NA	0.142069290596276	0.860995593321274	0.964973729146399
chr1_GL834416_random	807164	807165	chr1_GL834416_random-807165	0.020715	0.401666666666667	NA	0.297195380626915	0.707263716354186	0.957682545706036
chr1_GL834417_random	472303	472304	chr1_GL834417_random-472304	-0.023695	0.363	NA	0.404831487155315	0.597177491543398	0.950269513637693
chr1_GL834417_random	968175	968176	chr1_GL834417_random-968176	-0.030305	0.344222222222222	NA	0.45668159321235	0.545418958375245	0.945806003726616
chr1_GL834417_random	968429	968430	chr1_GL834417_random-968430	0.003925	0.474666666666667	NA	0.0795899127975489	0.923662520041623	0.967272352165117
chr1_GL834417_random	1907258	1907259	chr1_GL834417_random-1907259	-0.026845	0.398444444444444	NA	0.306599104407259	0.697934691629911	0.957141147292559
chr1_GL834417_random	1907261	1907262	chr1_GL834417_random-1907262	-0.00803	0.471777777777778	NA	0.0887579542776337	0.914974937914483	0.966971870236276
chr1_GL834417_random	2446080	2446081	chr1_GL834417_random-2446081	0.00792	0.466888888888889	NA	0.104006599104407	0.9002861367816	0.966451071834584
chr1_GL834417_random	2446090	2446091	chr1_GL834417_random-2446091	0.018875	0.411666666666667	NA	0.268395003535234	0.736369453809368	0.959287087283525
chr1_GL834417_random	2538196	2538197	chr1_GL834417_random-2538197	0.01866	0.368888888888889	NA	0.388475135517323	0.613658112943259	0.951540371640826
chr1_GL834417_random	2538460	2538461	chr1_GL834417_random-2538461	-0.15242	0.00388888888888889	NA	0.997761018147537	5.98210704317767e-05	0.0246858663802451
chr1_GL834417_random	3373879	3373880	chr1_GL834417_random-3373880	0.01784	0.376111111111111	NA	0.367994343624794	0.63402001324586	0.953023569398999
chr1_GL834417_random	3564801	3564802	chr1_GL834417_random-3564802	0.193155	0.00288888888888889	NA	0.998138109827952	3.15267571014514e-05	0.0175289443697275
chr1_GL834417_random	3565056	3565057	chr1_GL834417_random-3565057	0.128325	0.0146666666666667	NA	0.991562573650719	0.00101695586224593	0.115277669510503
chr1_GL834417_random	3602384	3602385	chr1_GL834417_random-3602385	-0.02085	0.375666666666667	NA	0.369408437426349	0.63276236213517	0.952934595494625
chr1_GL834417_random	3602395	3602396	chr1_GL834417_random-3602396	0.014645	0.412333333333333	NA	0.267075182653783	0.73831769737508	0.959390156127326
chr1_GL834417_random	3602397	3602398	chr1_GL834417_random-3602398	0.198735	0.0804444444444444	NA	0.937944850341739	0.0344912186695972	0.537000123179506
chr1_GL834417_random	3602437	3602438	chr1_GL834417_random-3602438	-0.05579	0.159666666666667	NA	0.842894178647184	0.133184443603073	0.809944266743466
chr1_GL834417_random	3602645	3602646	chr1_GL834417_random-3602646	-0.024965	0.357	NA	0.42191845392411	0.580504315607917	0.94891412918376
chr1_GL834417_random	3602678	3602679	chr1_GL834417_random-3602679	-0.102755	0.0948888888888889	NA	0.924204572236625	0.0480097652792024	0.611752223556602
chr1_GL834417_random	3631216	3631217	chr1_GL834417_random-3631217	-0.118905	0.0711111111111111	NA	0.946735800141409	0.0268963696276064	0.486882412204585
chr1_GL834417_random	3631406	3631407	chr1_GL834417_random-3631407	-0.07691	0.0815555555555556	NA	0.937096394060806	0.0354555809912835	0.542995315434965
chr1_GL834417_random	3631446	3631447	chr1_GL834417_random-3631447	0.06902	0.106333333333333	NA	0.912656139523922	0.0602022414404408	0.661582331569139
chr1_GL834417_random	3631532	3631533	chr1_GL834417_random-3631533	0.06684	0.112777777777778	NA	0.905538534056092	0.0676294913996137	0.685857335232953
chr1_GL834418_random	314749	314750	chr1_GL834418_random-314750	0.09793	0.0625555555555556	NA	0.954748998350224	0.0207391933327638	0.441267608066875
chr1_GL834418_random	314751	314752	chr1_GL834418_random-314752	0.083075	0.0945555555555556	NA	0.924345981616781	0.0476740574974149	0.610184738097159
chr1_GL834418_random	314780	314781	chr1_GL834418_random-314781	0.071735	0.113888888888889	NA	0.904289417864718	0.0689502982479754	0.689787206508807
chr1_GL834418_random	314898	314899	chr1_GL834418_random-314899	-0.03401	0.241333333333333	NA	0.699434362479378	0.289776319191648	0.902650024418441
chr1_GL834418_random	314931	314932	chr1_GL834418_random-314932	-0.041465	0.193	NA	0.788616544897478	0.191133016851733	0.859468525627014
chr1_GL834418_random	314959	314960	chr1_GL834418_random-314960	-0.087255	0.0316666666666667	NA	0.980367664388404	0.00510976039716839	0.25086627173077
chr1_GL834418_random	315013	315014	chr1_GL834418_random-315014	0.093405	0.0345555555555556	NA	0.978670751826538	0.00612537825807833	0.274809433618029
chr1_GL834418_random	641693	641694	chr1_GL834418_random-641694	0.05215	0.307777777777778	NA	0.549116191374028	0.448910954798906	0.934913549115469
chr1_GL834418_random	641841	641842	chr1_GL834418_random-641842	0.07366	0.0606666666666667	NA	0.956799434362479	0.0194849339371057	0.431581413156264
chr1_GL834418_random	960713	960714	chr1_GL834418_random-960714	0.01208	0.433777777777778	NA	0.202733914683007	0.801448857740302	0.962468988344571
chr1_GL834418_random	960872	960873	chr1_GL834418_random-960873	-0.009625	0.445444444444444	NA	0.16801791185482	0.8361190915498	0.963969163756555
chr1_GL834418_random	960875	960876	chr1_GL834418_random-960876	-0.006395	0.463333333333333	NA	0.114282347395711	0.889615213084803	0.966062310018741
chr1_GL834419_random	1581251	1581252	chr1_GL834419_random-1581252	0.026195	0.375444444444444	NA	0.370091916097101	0.632133759412898	0.952889997858809
chr1_GL834419_random	1581338	1581339	chr1_GL834419_random-1581339	0.023015	0.406222222222222	NA	0.284492104642941	0.720494965837187	0.958427361101344
chr1_GL834420_random	234043	234044	chr1_GL834420_random-234044	-0.004045	0.480555555555556	NA	0.0609474428470422	0.941387005765004	0.967868750888526
chr1_GL834420_random	267910	267911	chr1_GL834420_random-267911	-0.050735	0.304	NA	0.558378505774216	0.439241686125253	0.933575936619447
chr1_GL834420_random	406909	406910	chr1_GL834420_random-406910	-0.029675	0.320888888888889	NA	0.516709875088381	0.482977780276046	0.939225411973632
chr1_GL834421_random	226414	226415	chr1_GL834421_random-226415	0.0429	0.247555555555556	NA	0.686990337025689	0.303607473343228	0.906671000932309
chr1_GL834422_random	16018	16019	chr1_GL834422_random-16019	0.044195	0.334444444444444	NA	0.482771623851049	0.518984881846745	0.9432024560429
chr1_GL834422_random	242187	242188	chr1_GL834422_random-242188	0.050145	0.149111111111111	NA	0.856587320292246	0.116729057441343	0.788810222843935
chr1_GL834422_random	355831	355832	chr1_GL834422_random-355832	0.00339	0.471444444444444	NA	0.0900070704690078	0.91397287947486	0.966936856227386
chr1_GL834422_random	356136	356137	chr1_GL834422_random-356137	0.023795	0.398888888888889	NA	0.305420692905963	0.699219955759872	0.957216557357694
chr1_GL834422_random	637086	637087	chr1_GL834422_random-637087	0.003015	0.486	NA	0.042776337497054	0.957788387456166	0.96840158739259
chr1_GL834422_random	637087	637088	chr1_GL834422_random-637088	0.024715	0.382111111111111	NA	0.350459580485506	0.651055416857256	0.954196445887012
chr1_GL834422_random	637091	637092	chr1_GL834422_random-637092	0.026565	0.361222222222222	NA	0.409851520150837	0.592224598398098	0.949874455118567
chr1_GL834422_random	637092	637093	chr1_GL834422_random-637093	0.01244	0.439222222222222	NA	0.18739099693613	0.817603537685121	0.963183245807728
chr1_GL834422_random	637093	637094	chr1_GL834422_random-637094	0.016195	0.435222222222222	NA	0.198585906198444	0.805730331763458	0.962660973317615
chr1_GL834422_random	637323	637324	chr1_GL834422_random-637324	-0.05986	0.175222222222222	NA	0.81833608296017	0.159126263023417	0.835842121846552
chr1_GL834422_random	1005447	1005448	chr1_GL834422_random-1005448	-0.051625	0.226888888888889	NA	0.728941786471836	0.258621756789205	0.89218721200383
chr1_GL834423_random	894843	894844	chr1_GL834423_random-894844	0.02501	0.316555555555556	NA	0.527598397360358	0.471632968122176	0.937854370526442
chr1_GL834423_random	913513	913514	chr1_GL834423_random-913514	0.01615	0.363555555555556	NA	0.403275983973604	0.59872742812039	0.950391865389099
chr1_GL834423_random	913634	913635	chr1_GL834423_random-913635	0.014755	0.374444444444444	NA	0.372943671930238	0.629306893802034	0.95268839036535
chr1_GL834423_random	945580	945581	chr1_GL834423_random-945581	-0.002165	0.479666666666667	NA	0.0633514023096865	0.938710447301975	0.967780086469353
chr1_GL834423_random	1003997	1003998	chr1_GL834423_random-1003998	-0.02238	0.311111111111111	NA	0.54037237803441	0.457498076187115	0.936057088843114
chr1_GL834423_random	1687414	1687415	chr1_GL834423_random-1687415	0.03217	0.297888888888889	NA	0.572566580249823	0.423744779631934	0.931313575000684
chr1_GL834423_random	2054905	2054906	chr1_GL834423_random-2054906	0.00663	0.466111111111111	NA	0.106504831487155	0.897950970907205	0.966366760542673
chr1_GL834423_random	2263109	2263110	chr1_GL834423_random-2263110	-0.03102	0.304	NA	0.558378505774216	0.439241686125253	0.933575936619447
chr1_GL834423_random	2263228	2263229	chr1_GL834423_random-2263229	-0.052355	0.194555555555556	NA	0.786377563045015	0.194048916717266	0.861287317639266
chr1_GL834423_random	2775554	2775555	chr1_GL834423_random-2775555	-0.015865	0.436	NA	0.196629743106293	0.808037097939736	0.962763598733289
chr1_GL834423_random	2775614	2775615	chr1_GL834423_random-2775615	0.001495	0.494888888888889	NA	0.0154607588970068	0.98458591794423	0.969235144910783
chr1_GL834424_random	654758	654759	chr1_GL834424_random-654759	0.045405	0.267555555555556	NA	0.643624793777987	0.34965115893872	0.917952634469355
chr1_GL834424_random	687376	687377	chr1_GL834424_random-687377	0.135165	0.00788888888888889	NA	0.995828423285411	0.000272405524231155	0.0608104414311034
chr1_GL834424_random	704601	704602	chr1_GL834424_random-704602	-0.057245	0.137111111111111	NA	0.872425170869668	0.0991925465545942	0.760418628031408
chr1_GL834424_random	704704	704705	chr1_GL834424_random-704705	-0.07415	0.0863333333333333	NA	0.932806976196088	0.0397467064648995	0.568627119817071
chr1_GL834424_random	704912	704913	chr1_GL834424_random-704913	0.011265	0.411333333333333	NA	0.269832665566816	0.735395687490332	0.959235375319703
chr1_GL834424_random	717579	717580	chr1_GL834424_random-717580	-0.061625	0.178222222222222	NA	0.813575300494933	0.164354379937982	0.84022968884883
chr1_GL834424_random	717626	717627	chr1_GL834424_random-717627	0.12522	0.0374444444444444	NA	0.976879566344568	0.00723391025957623	0.296637247028966
chr1_GL834424_random	717675	717676	chr1_GL834424_random-717676	0.12328	0.0551111111111111	NA	0.961465943907613	0.0160185169837057	0.40149226771871
chr1_GL834424_random	717676	717677	chr1_GL834424_random-717677	0.13392	0.0432222222222222	NA	0.972213056799434	0.00972881451383035	0.334259128423553
chr1_GL834424_random	1023741	1023742	chr1_GL834424_random-1023742	0.05713	0.192888888888889	NA	0.788899363657789	0.190925434582425	0.859337225938507
chr1_GL834424_random	2139105	2139106	chr1_GL834424_random-2139106	0.04267	0.172888888888889	NA	0.821824181004007	0.155109569292715	0.832303991456576
chr1_GL834425_random	30515	30516	chr1_GL834425_random-30516	0.048225	0.202888888888889	NA	0.773391468300731	0.209976201280216	0.870445929061509
chr1_GL834425_random	415093	415094	chr1_GL834425_random-415094	-0.00958	0.442888888888889	NA	0.176408201744049	0.828507983851887	0.963650197364481
chr1_GL834425_random	575219	575220	chr1_GL834425_random-575220	0.01225	0.402555555555556	NA	0.294720716474193	0.709841619994878	0.957829747490529
chr1_GL834425_random	575403	575404	chr1_GL834425_random-575404	-0.083755	0.128666666666667	NA	0.885246288003771	0.0876211367625029	0.73715808657005
chr1_GL834426_random	52868	52869	chr1_GL834426_random-52869	-0.01239	0.399111111111111	NA	0.304595804855055	0.699862769104791	0.957254173563667
chr1_GL834426_random	52937	52938	chr1_GL834426_random-52938	-0.003615	0.472333333333333	NA	0.0869667687956635	0.916645203116245	0.967030068244728
chr1_GL834426_random	97326	97327	chr1_GL834426_random-97327	0.032075	0.272	NA	0.63261843035588	0.360197902414202	0.920163216894385
chr1_GL834426_random	97609	97610	chr1_GL834426_random-97610	-0.025035	0.357777777777778	NA	0.419443789771388	0.582658727981776	0.949093406084342
chr1_GL834426_random	294772	294773	chr1_GL834426_random-294773	-0.055535	0.199	NA	0.779802026867782	0.2024796414493	0.866290696238878
chr1_GL834426_random	294773	294774	chr1_GL834426_random-294774	-0.04113	0.263777777777778	NA	0.651685128446854	0.340774347280661	0.915994926900014
chr1_GL834426_random	294779	294780	chr1_GL834426_random-294780	-0.065295	0.162444444444444	NA	0.838416214942258	0.137671061772593	0.814992168097323
chr1_GL834426_random	294787	294788	chr1_GL834426_random-294788	-0.0735	0.124555555555556	NA	0.891020504360123	0.0822229225056491	0.724828261557345
chr1_GL834426_random	294805	294806	chr1_GL834426_random-294806	-0.084435	0.0994444444444444	NA	0.919703040301673	0.0527085149215766	0.632597031106735
chr1_GL834426_random	294900	294901	chr1_GL834426_random-294901	-0.073455	0.107555555555556	NA	0.911359886872496	0.0615800935088528	0.666387656841838
chr1_GL834426_random	294974	294975	chr1_GL834426_random-294975	-0.03758	0.263	NA	0.653193495168513	0.338956929485386	0.915582532013398
chr1_GL834426_random	525984	525985	chr1_GL834426_random-525985	0.01906	0.395888888888889	NA	0.312561866603818	0.690553904087113	0.956702896460462
chr1_GL834426_random	612378	612379	chr1_GL834426_random-612379	-0.03284	0.355888888888889	NA	0.425147301437662	0.577430222755047	0.948656124799566
chr1_GL834426_random	612440	612441	chr1_GL834426_random-612441	0.01292	0.422222222222222	NA	0.238486919632336	0.767323364717709	0.960865177161554
chr1_GL834426_random	612441	612442	chr1_GL834426_random-612442	0.01227	0.425111111111111	NA	0.22967240160264	0.77583266672538	0.961277785646152
chr1_GL834426_random	612480	612481	chr1_GL834426_random-612481	0.042835	0.257222222222222	NA	0.665661088852227	0.32556635395156	0.912414538771588
chr1_GL834426_random	612562	612563	chr1_GL834426_random-612563	0.04018	0.266111111111111	NA	0.646759368371435	0.346247461900991	0.91721286045103
chr1_GL834427_random	392393	392394	chr1_GL834427_random-392394	0.16583	0.002	NA	0.9987273155786	1.42398826823506e-05	0.0111189232202343
chr1_GL834427_random	392444	392445	chr1_GL834427_random-392445	0.153265	0.005	NA	0.99733679000707	0.000102656112860842	0.034627862210459
chr1_GL834427_random	940093	940094	chr1_GL834427_random-940094	0.108885	0.026	NA	0.984279990572708	0.00338796018283516	0.207221230436443
chr1_GL834427_random	966768	966769	chr1_GL834427_random-966769	0.06199	0.138222222222222	NA	0.870869667687957	0.100762882127296	0.763268479746797
chr1_GL834427_random	966830	966831	chr1_GL834427_random-966831	0.044975	0.205333333333333	NA	0.769526278576479	0.214744795705689	0.872957305452272
chr1_GL834427_random	1499302	1499303	chr1_GL834427_random-1499303	0.080385	0.0866666666666667	NA	0.932500589205751	0.0400547884578215	0.570424140618442
chr1_GL834427_random	1499399	1499400	chr1_GL834427_random-1499400	0.069315	0.123333333333333	NA	0.8923638934716	0.0806481281084425	0.721005972947523
chr1_GL834427_random	1499400	1499401	chr1_GL834427_random-1499401	0.070835	0.117888888888889	NA	0.899292953099222	0.0738022468556715	0.703353512729392
chr1_GL834427_random	1789533	1789534	chr1_GL834427_random-1789534	0.189105	0.00577777777777778	NA	0.996959698326656	0.000139963570679465	0.0424450290738108
chr1_GL834427_random	1789922	1789923	chr1_GL834427_random-1789923	0.1103	0.0271111111111111	NA	0.983737921282112	0.00369732470999542	0.216272474089218
chr1_GL834427_random	1962846	1962847	chr1_GL834427_random-1962847	0.02739	0.282555555555556	NA	0.60879094979967	0.385682285863784	0.925043100194058
chr1_GL834428_random	243150	243151	chr1_GL834428_random-243151	-0.04776	0.221555555555556	NA	0.739806740513787	0.247466874615479	0.88787233209062
chr1_GL834428_random	253807	253808	chr1_GL834428_random-253808	0.06365	0.135111111111111	NA	0.875229790242753	0.0963937775177538	0.755165556896836
chr1_GL834428_random	254116	254117	chr1_GL834428_random-254117	0.02231	0.387888888888889	NA	0.334126797077539	0.667557020808304	0.955278046107314
chr1_GL834428_random	276203	276204	chr1_GL834428_random-276204	0.03472	0.353444444444444	NA	0.431534291774688	0.570682441945724	0.948080551899161
chr1_GL834428_random	276418	276419	chr1_GL834428_random-276419	0.14356	0.0205555555555556	NA	0.988215884987037	0.00207103154339944	0.164999211317339
chr1_GL834428_random	354378	354379	chr1_GL834428_random-354379	0.002245	0.488333333333333	NA	0.0351637991986802	0.964820845031268	0.968624677975507
chr1_GL834428_random	357845	357846	chr1_GL834428_random-357846	-0.04663	0.179444444444444	NA	0.811407023332548	0.166504787629865	0.841967030558003
chr1_GL834428_random	358341	358342	chr1_GL834428_random-358342	0.028275	0.389111111111111	NA	0.331062927174169	0.67105950701496	0.955501078195795
chr1_GL834428_random	359972	359973	chr1_GL834428_random-359973	-0.00823	0.432333333333333	NA	0.2076361065284	0.79717072182	0.962275170932766
chr1_GL834428_random	360220	360221	chr1_GL834428_random-360221	-0.043015	0.218444444444444	NA	0.74470893235918	0.241049129082029	0.885229645472371
chr1_GL834428_random	430220	430221	chr1_GL834428_random-430221	0.11644	0.0684444444444444	NA	0.949092623144002	0.0248939994997526	0.472872878553672
chr1_GL834428_random	430525	430526	chr1_GL834428_random-430526	-0.062305	0.131777777777778	NA	0.88062691491869	0.0918091691321676	0.746044328420699
chr1_GL834428_random	608905	608906	chr1_GL834428_random-608906	-0.04155	0.209555555555556	NA	0.761890172048079	0.223082888297319	0.877122260171471
chr1_GL834428_random	783511	783512	chr1_GL834428_random-783512	-0.012055	0.402888888888889	NA	0.293613009662974	0.71080881479938	0.957884711776862
