ensembl_gene_id,likelihood.posi,likelihood.null,likelihood,pval,FDR
ENSSHAG00000000726,-2554.23276,-2559.37818,10.2908400000006,0.00133692215059065,0.00531790357672881
ENSSHAG00000000727,-2053.763166,-2058.833949,10.1415659999993,0.00144962959836878,0.00573700782786986
ENSSHAG00000000730,-2528.857888,-2528.857888,0,1,1
ENSSHAG00000000732,-3130.499252,-3140.780055,20.5616060000002,5.77426432766272e-06,2.9576539166856e-05
ENSSHAG00000000736,-7887.83202,-7918.389886,61.1157320000002,5.38163802201611e-15,6.58118512711912e-14
ENSSHAG00000000749,-2653.819845,-2653.819845,0,1,1
ENSSHAG00000000751,-9675.982098,-9679.297959,6.63172199999826,0.0100178373092983,0.0354682523205694
ENSSHAG00000000752,-6647.89203,-6708.732718,121.681376,2.71053074860997e-28,9.00963119577858e-27
ENSSHAG00000000753,-5142.172753,-5161.942929,39.540352,3.21350135313897e-10,2.47000860464519e-09
ENSSHAG00000000754,-6514.960235,-6516.325211,2.7299520000015,0.0984822447074125,0.294457199606039
ENSSHAG00000000756,-5895.717894,-5931.736432,72.0370759999987,2.11191833703336e-17,3.30761345566955e-16
ENSSHAG00000000758,-11313.264715,-11313.264001,-0.00142799999957788,1,1
ENSSHAG00000000760,-3956.159468,-3974.576489,36.8340420000004,1.28624605349853e-09,9.37894000969935e-09
ENSSHAG00000000762,-14131.335054,-14264.65566,266.641212000002,6.12292796976877e-60,1.09320505380243e-57
ENSSHAG00000000764,-2391.188228,-2391.188228,0,1,1
ENSSHAG00000000768,-1201.558339,-1201.558339,0,1,1
ENSSHAG00000000771,-4893.648606,-4894.125877,0.954542000001311,0.328565858677593,0.873705553564374
ENSSHAG00000000773,-2754.029621,-2756.17264,4.28603799999928,0.0384266123456614,0.123142513101558
ENSSHAG00000000774,-5189.689447,-5189.689447,0,1,1
ENSSHAG00000000780,-6326.60841,-6334.491484,15.7661480000006,7.16735316343912e-05,0.000329571669744894
ENSSHAG00000000781,-9965.418526,-9965.418526,0,1,1
ENSSHAG00000000784,-4227.782238,-4227.782238,0,1,1
ENSSHAG00000000789,-5852.138898,-5852.138898,0,1,1
ENSSHAG00000000793,-1076.107581,-1076.107582,2.00000022232416e-06,0.998871621146314,1
ENSSHAG00000000796,-2377.872838,-2379.339459,2.93324200000006,0.0867730807283747,0.261701245883983
ENSSHAG00000000798,-2248.021281,-2248.021281,0,1,1
ENSSHAG00000000800,-3125.049744,-3125.049744,0,1,1
ENSSHAG00000000802,-2283.162478,-2283.162478,0,1,1
ENSSHAG00000000803,-5038.034955,-5038.034955,0,1,1
ENSSHAG00000000807,-390.507617,-390.507617,0,1,1
ENSSHAG00000000810,-8037.42949,-8037.42949,0,1,1
ENSSHAG00000000811,-5177.377926,-5177.377926,0,1,1
ENSSHAG00000000819,-2765.903621,-2765.903616,-9.99999974737875e-06,1,1
ENSSHAG00000000823,-3624.868364,-3624.868364,0,1,1
ENSSHAG00000000825,-8192.736159,-8192.736159,0,1,1
ENSSHAG00000000827,-9156.207542,-9165.150609,17.8861340000003,2.34523619235518e-05,0.000112907403436267
ENSSHAG00000000828,-8909.633457,-8909.633455,-4.00000135414302e-06,1,1
ENSSHAG00000000830,-5940.882883,-6007.379274,132.992781999999,9.07410963942404e-31,3.50025377387412e-29
ENSSHAG00000000831,-6029.920698,-6029.920698,0,1,1
ENSSHAG00000000833,-2209.383928,-2216.821924,14.8759919999993,0.000114814975482285,0.000519912160716522
ENSSHAG00000000835,-1321.390093,-1327.686207,12.592228,0.000387354116903411,0.00165452896550199
ENSSHAG00000000839,-2648.432236,-2648.432236,0,1,1
ENSSHAG00000000841,-7218.694172,-7218.694172,0,1,1
ENSSHAG00000000843,-2543.418808,-2543.418809,1.99999976757681e-06,0.998871621274596,1
ENSSHAG00000000848,-4235.508838,-4235.702637,0.387598000001162,0.533564704771145,1
ENSSHAG00000000849,-2025.713653,-2040.651377,29.8754479999998,4.60710010107898e-08,2.87897685316425e-07
ENSSHAG00000000851,-2608.611318,-2619.077227,20.931818,4.75923505995071e-06,2.45788924707703e-05
ENSSHAG00000000858,-4790.015594,-4799.396607,18.7620259999985,1.48086561427161e-05,7.28655844376638e-05
ENSSHAG00000000861,-6491.217173,-6492.211938,1.98953000000074,0.158390030658553,0.452367139664212
ENSSHAG00000000862,-1834.797213,-1834.797213,0,1,1
ENSSHAG00000000865,-3350.008037,-3350.008037,0,1,1
ENSSHAG00000000868,-4806.138766,-4807.280762,2.28399200000058,0.130715041019347,0.380810392228391
ENSSHAG00000000869,-6563.697392,-6573.902099,20.4094139999997,6.25214809802221e-06,3.18675966268685e-05
ENSSHAG00000000874,-12859.551614,-12973.737064,228.370900000002,1.35091339011751e-51,1.68837155496886e-49
ENSSHAG00000000885,-9051.502492,-9079.197632,55.3902799999996,9.88239125270423e-14,1.06658139789549e-12
ENSSHAG00000000887,-5482.525949,-5482.525949,0,1,1
ENSSHAG00000000895,-6780.322758,-6915.077484,269.509452,1.45151792776192e-60,2.74864713048007e-58
ENSSHAG00000000902,-2986.694742,-2997.64942,21.9093560000001,2.85836937856188e-06,1.5086106627224e-05
ENSSHAG00000000906,-6896.083357,-6988.750917,185.33512,3.31618496337823e-42,2.55837528841365e-40
ENSSHAG00000000907,-4733.510497,-4734.511252,2.00151000000005,0.157142592662201,0.449420623133225
ENSSHAG00000000910,-6025.533549,-6025.533549,0,1,1
ENSSHAG00000000911,-3280.124171,-3280.124171,0,1,1
ENSSHAG00000000917,-2489.421846,-2492.420207,5.99672199999986,0.0143324841693135,0.0493192145231497
ENSSHAG00000000919,-6754.790683,-6754.790683,0,1,1
ENSSHAG00000000922,-4779.714201,-4782.036826,4.64524999999958,0.0311396011179559,0.101667381079471
ENSSHAG00000000924,-8168.041138,-8168.066658,0.0510400000002846,0.821263377782494,1
ENSSHAG00000000925,-1890.178854,-1935.990892,91.6240760000001,1.04810031624512e-21,2.25953942326697e-20
ENSSHAG00000000928,-2964.574421,-2964.574421,0,1,1
ENSSHAG00000000932,-2477.018444,-2477.018445,2.00000067707151e-06,0.998871621018033,1
ENSSHAG00000000933,-10753.398833,-10760.389911,13.9821560000019,0.000184553861709351,0.000816190432994858
ENSSHAG00000000934,-6207.554121,-6243.065453,71.0226640000001,3.53144792892731e-17,5.44889335996711e-16
ENSSHAG00000000937,-3028.514177,-3043.776986,30.5256179999997,3.29486800050827e-08,2.08819778247223e-07
ENSSHAG00000000940,-5636.963534,-5636.963536,3.99999953515362e-06,0.998404232034963,1
ENSSHAG00000000943,-2645.095222,-2646.448995,2.70754600000055,0.0998745223833656,0.298192016423149
ENSSHAG00000000946,-3197.254121,-3219.395684,44.2831260000003,2.84155032993797e-11,2.44584683357884e-10
ENSSHAG00000000948,-4699.882437,-4699.882437,0,1,1
ENSSHAG00000000949,-3208.008881,-3208.008881,0,1,1
ENSSHAG00000000955,-1735.075382,-1754.461407,38.77205,4.76299273712062e-10,3.5990255881822e-09
ENSSHAG00000000956,-1124.427287,-1124.427286,-1.99999976757681e-06,1,1
ENSSHAG00000000958,-1655.083432,-1656.699615,3.23236600000018,0.0721963124376202,0.222024978554473
ENSSHAG00000000961,-5206.480469,-5206.480469,0,1,1
ENSSHAG00000000968,-6742.639534,-6763.874782,42.4704959999999,7.17565131364315e-11,5.91565238244803e-10
ENSSHAG00000000974,-4955.72994,-4955.729941,1.99999885808211e-06,0.99887162153116,1
ENSSHAG00000000975,-6712.81918,-6722.22505,18.8117399999992,1.44276306223236e-05,7.11027316710568e-05
ENSSHAG00000000976,-1425.581067,-1425.581067,0,1,1
ENSSHAG00000000977,-6645.275097,-6652.841847,15.1334999999999,0.000100169914484262,0.000456240375810605
ENSSHAG00000000978,-1555.656717,-1555.656717,0,1,1
ENSSHAG00000000980,-2452.587003,-2452.663068,0.152129999999488,0.696508107952982,1
ENSSHAG00000000981,-1535.132118,-1535.132118,0,1,1
ENSSHAG00000000983,-6009.87312,-6087.994602,156.242963999999,7.49160375358393e-36,4.07087233531704e-34
ENSSHAG00000000984,-3492.835235,-3499.11242,12.5543699999998,0.000395280837706639,0.00168493175636343
ENSSHAG00000000988,-4853.288766,-4853.288766,0,1,1
ENSSHAG00000000990,-3001.824345,-3004.103532,4.55837400000019,0.0327581599385806,0.106340644912307
ENSSHAG00000000991,-6463.045844,-6465.540403,4.98911799999951,0.0255072068436912,0.0844673235881765
ENSSHAG00000000994,-1763.115027,-1773.111719,19.9933839999999,7.77105752467384e-06,3.92256368915079e-05
ENSSHAG00000000995,-2767.796396,-2801.719089,67.845386,1.7683189632782e-16,2.48878945980303e-15
ENSSHAG00000000998,-3161.160257,-3161.160257,0,1,1
ENSSHAG00000001000,-5167.756763,-5167.756763,0,1,1
ENSSHAG00000001007,-4285.284409,-4285.284409,0,1,1
ENSSHAG00000001008,-10036.990349,-10036.990352,6.00000203121454e-06,0.998045591575979,1
ENSSHAG00000001009,-3387.159845,-3387.159845,0,1,1
ENSSHAG00000001010,-2325.001439,-2369.462034,88.92119,4.10858779349759e-21,8.47345383550047e-20
ENSSHAG00000001012,-3040.38515,-3055.070404,29.370508,5.97805163401633e-08,3.69503903669318e-07
ENSSHAG00000001019,-2843.380145,-2856.933615,27.1069399999997,1.92505611714546e-07,1.13917383295852e-06
ENSSHAG00000001022,-4359.386794,-4359.386794,0,1,1
ENSSHAG00000001023,-1240.734072,-1244.146726,6.82530799999995,0.00898750557185799,0.0321114478665184
ENSSHAG00000001024,-2454.079085,-2454.079085,0,1,1
ENSSHAG00000001025,-2838.42569,-2849.916057,22.9807339999998,1.63633081070948e-06,8.87624239246836e-06
ENSSHAG00000001027,-2531.439018,-2536.067333,9.25662999999986,0.00234644398151972,0.00911873659236115
ENSSHAG00000001029,-3155.259268,-3155.25927,4.00000044464832e-06,0.998404231853545,1
ENSSHAG00000001030,-2979.216727,-2979.249732,0.0660100000004604,0.797237355524131,1
ENSSHAG00000001037,-2955.598947,-2955.598947,0,1,1
ENSSHAG00000001038,-3858.835796,-3878.81014,39.9486880000004,2.60722635750766e-10,2.03149096110541e-09
ENSSHAG00000001040,-8691.293987,-8747.784498,112.981022000004,2.17850071348731e-26,6.60847133911757e-25
ENSSHAG00000001041,-3015.313786,-3015.313786,0,1,1
ENSSHAG00000001044,-3574.100635,-3574.100635,0,1,1
