scaffold	start	end	snp	score	p	q	quantile	adjp	fdr
chr1_GL834416_random	155411	155412	chr1_GL834416_random-155412	-0.4002399	0.8510803	0.996925573398252	0.244509963399756	0.758019597219651	0.886354518872107
chr1_GL834416_random	155443	155444	chr1_GL834416_random-155444	-0.08295972	0.8736141	0.997004636911369	0.19906466043107	0.794066504538328	0.890950911092179
chr1_GL834416_random	155549	155550	chr1_GL834416_random-155550	-0.001303997	0.9954802	0.997370363234128	0.00782838552257015	0.992583057381218	0.910815628106592
chr1_GL834416_random	155612	155613	chr1_GL834416_random-155613	-0.1261444	0.6437463	0.995939401043395	0.53868442456283	0.447906063560991	0.821699951386053
chr1_GL834416_random	207086	207087	chr1_GL834416_random-207087	-0.0722689	0.8257031	0.996831383219963	0.296004473363156	0.717819144162893	0.880748943283093
chr1_GL834416_random	207263	207264	chr1_GL834416_random-207264	-0.005750012	0.9952692	0.997369807209701	0.00813338755591704	0.992236815392901	0.91078728352095
chr1_GL834416_random	207443	207444	chr1_GL834416_random-207444	-0.1500403	0.8910033	0.997062923995645	0.167852785685238	0.822076808447558	0.894273662926677
chr1_GL834416_random	383844	383845	chr1_GL834416_random-383845	-0.04613072	0.8934276	0.99707087035517	0.164040260268402	0.825993742040396	0.894722243924257
chr1_GL834416_random	383845	383846	chr1_GL834416_random-383846	-0.2642245	0.5611263	0.995344303715612	0.621949979666531	0.340234877528525	0.777811860595243
chr1_GL834416_random	383848	383849	chr1_GL834416_random-383849	-0.169893	0.8299211	0.996847436662703	0.287871085807239	0.7244691781239	0.881714091399554
chr1_GL834416_random	384262	384263	chr1_GL834416_random-384263	0.4575196	0.4560252	0.994277435826477	0.712484749898333	0.221247653794051	0.694789380693349
chr1_GL834416_random	401142	401143	chr1_GL834416_random-401143	-0.1040965	0.8574203	0.996948237172491	0.231039040260268	0.768130548857136	0.887682423204329
chr1_GL834416_random	445975	445976	chr1_GL834416_random-445976	0.1808613	0.8397601	0.9968842584007	0.267944286295242	0.740031541656208	0.883912800423548
chr1_GL834416_random	726592	726593	chr1_GL834416_random-726593	0.2536228	0.7325743	0.996430009582129	0.439762098413989	0.574977364511623	0.855407021201377
chr1_GL834416_random	726593	726594	chr1_GL834416_random-726594	0.1534217	0.8287459	0.99684298029554	0.290361935746238	0.722615046210846	0.881446567473124
chr1_GL834416_random	733365	733366	chr1_GL834416_random-733366	-0.5028069	0.8516356	0.996927571886518	0.242730784871899	0.758904161301351	0.886471943592013
chr1_GL834416_random	751693	751694	chr1_GL834416_random-751694	-0.6368164	0.8264021	0.996834054862489	0.294835298901993	0.718920258090647	0.88090983927719
chr1_GL834416_random	762216	762217	chr1_GL834416_random-762217	-0.2890363	0.8399928	0.996885118854121	0.267537616917446	0.740400433042931	0.883963927472773
chr1_GL834416_random	762254	762255	chr1_GL834416_random-762255	-0.7942001	0.4336281	0.993983640908037	0.729666531110207	0.198826059264929	0.671671410839156
chr1_GL834416_random	765903	765904	chr1_GL834416_random-765904	-0.1578578	0.8180696	0.996801911055273	0.309831232208215	0.70581860899836	0.878966801642636
chr1_GL834416_random	765960	765961	chr1_GL834416_random-765961	-0.1305676	0.8661759	0.996978992234184	0.213145587637251	0.78213451905006	0.889471171884084
chr1_GL834416_random	766108	766109	chr1_GL834416_random-766109	-0.1495428	0.8058387	0.996753528520779	0.331283041886946	0.68668686936338	0.876012800350765
chr1_GL834416_random	768173	768174	chr1_GL834416_random-768174	0.2171764	0.7426999	0.996478509654774	0.425376169174461	0.59008771390109	0.858586009624953
chr1_GL834416_random	793557	793558	chr1_GL834416_random-793558	0.2317019	0.7718706	0.996611143570846	0.385420902806019	0.6342350059414	0.867121454654777
chr1_GL834416_random	797278	797279	chr1_GL834416_random-797279	0.4830277	0.3150796	0.991738690333442	0.819947132980887	0.0992324151009523	0.50519698869115
chr1_GL834416_random	802452	802453	chr1_GL834416_random-802453	-0.3738348	0.4956647	0.994732672489856	0.679798698657991	0.263541341589064	0.730573502137604
chr1_GL834416_random	802555	802556	chr1_GL834416_random-802556	-0.01614747	0.9762068	0.997318585125571	0.0366510776738512	0.960965060125286	0.908150773768111
chr1_GL834416_random	807141	807142	chr1_GL834416_random-807142	-0.08940435	0.7617978	0.996566488586032	0.39995933306222	0.618891180837835	0.864274203608382
chr1_GL834416_random	807164	807165	chr1_GL834416_random-807165	-0.240373	0.4792769	0.994553548954781	0.693422122814152	0.245660358704598	0.716521892506917
chr1_GL834417_random	472303	472304	chr1_GL834417_random-472304	-0.179416	0.7841795	0.996664159425846	0.367222448149654	0.653119695945033	0.870465896937862
chr1_GL834417_random	968175	968176	chr1_GL834417_random-968176	-0.2999825	0.8633327	0.996969073351634	0.218940626270842	0.777581996540394	0.888895953973943
chr1_GL834417_random	968429	968430	chr1_GL834417_random-968430	-0.04730358	0.8254415	0.996830382200725	0.296716144774298	0.717407148112108	0.880688630137531
chr1_GL834417_random	2446080	2446081	chr1_GL834417_random-2446081	0.4182884	0.06080788	0.958622916584632	0.961823912159414	0.00209304655278537	0.0497298059645047
chr1_GL834417_random	2446090	2446091	chr1_GL834417_random-2446091	-0.1665318	0.5514672	0.995263144182731	0.631150874339162	0.328410134889827	0.771638665541042
chr1_GL834417_random	2538196	2538197	chr1_GL834417_random-2538197	0.4191484	0.09615686	0.973429712375228	0.943930459536397	0.00632832724388966	0.102197581805035
chr1_GL834417_random	2538460	2538461	chr1_GL834417_random-2538461	0.151789	0.4663355	0.994403248974979	0.704148027653518	0.231932154800149	0.704697602390999
chr1_GL834417_random	3373879	3373880	chr1_GL834417_random-3373880	-0.2013622	0.3028255	0.991407261739551	0.826962179747865	0.0908598742586254	0.48316697730962
chr1_GL834417_random	3564801	3564802	chr1_GL834417_random-3564802	-0.07934171	0.831075	0.996851800036037	0.285888572590484	0.726290693786701	0.881975736181737
chr1_GL834417_random	3565056	3565057	chr1_GL834417_random-3565057	0.04523766	0.9615657	0.997277868203662	0.0582553883692558	0.936970447616946	0.906019687726376
chr1_GL834417_random	3602384	3602385	chr1_GL834417_random-3602385	-0.116968	0.5529159	0.995275496625739	0.629829198861326	0.330172814904739	0.772580551910207
chr1_GL834417_random	3602395	3602396	chr1_GL834417_random-3602396	-0.3499052	0.1067499	0.976003072552153	0.93828792191948	0.00812336864831937	0.119682989810467
chr1_GL834417_random	3602397	3602398	chr1_GL834417_random-3602398	-0.1623256	0.4740022	0.994493274559551	0.697742984953233	0.240022718506523	0.711782617530967
chr1_GL834417_random	3602437	3602438	chr1_GL834417_random-3602438	-0.1325608	0.6300336	0.995851388636967	0.552002846685645	0.429271976625945	0.815389042476902
chr1_GL834417_random	3602645	3602646	chr1_GL834417_random-3602646	0.1822854	0.3600782	0.992763626767945	0.789497763318422	0.133129848582301	0.578019605799949
chr1_GL834417_random	3602678	3602679	chr1_GL834417_random-3602679	-0.09220144	0.623737	0.995809684062342	0.558357055713705	0.420812468988058	0.812374162246004
chr1_GL834417_random	3631216	3631217	chr1_GL834417_random-3631217	-0.0941151	0.6158353	0.995756146853874	0.566236274908499	0.410284763063991	0.808481817864679
chr1_GL834417_random	3631406	3631407	chr1_GL834417_random-3631407	0.07648801	0.6955501	0.996240693026897	0.48434322895486	0.520755505596113	0.84271967269276
chr1_GL834417_random	3631446	3631447	chr1_GL834417_random-3631447	0.6148731	0.159022	0.983763021590833	0.911193574623831	0.0208252222097368	0.212855573707505
chr1_GL834417_random	3631532	3631533	chr1_GL834417_random-3631533	0.3294105	0.3489322	0.992534199819484	0.798291988613257	0.124276937338783	0.561151437653905
chr1_GL834418_random	314749	314750	chr1_GL834418_random-314750	-0.5137269	0.08778368	0.970968901595795	0.948302155347702	0.00508604972341931	0.0894328384704583
chr1_GL834418_random	314751	314752	chr1_GL834418_random-314752	-0.2114603	0.4563628	0.994281644956054	0.71223058153721	0.221593920241752	0.695120902850272
chr1_GL834418_random	314780	314781	chr1_GL834418_random-314781	-0.3767838	0.1756671	0.985278886034589	0.902297681984547	0.0262646742777494	0.244288134872449
chr1_GL834418_random	314898	314899	chr1_GL834418_random-314899	0.06346466	0.7592994	0.996555229872148	0.403517690117934	0.615101275838669	0.86355204496854
chr1_GL834418_random	314931	314932	chr1_GL834418_random-314932	0.02774304	0.8897112	0.997058671117212	0.170750305002033	0.819990300916414	0.894033144670117
chr1_GL834418_random	314959	314960	chr1_GL834418_random-314960	0.09210007	0.6343452	0.995879470268558	0.547986986579911	0.435100077412769	0.81741036450056
chr1_GL834418_random	315013	315014	chr1_GL834418_random-315014	-0.1042116	0.5902813	0.995573238548253	0.593381455876372	0.376932050545412	0.795009252878164
chr1_GL834418_random	641841	641842	chr1_GL834418_random-641842	0.08942424	0.6543744	0.996005088279258	0.528314355429036	0.462542417680729	0.826362284412081
chr1_GL834418_random	960713	960714	chr1_GL834418_random-960714	0.1533558	0.838379	0.996879141715765	0.271197641317609	0.737842906197071	0.883608534187982
chr1_GL834418_random	960872	960873	chr1_GL834418_random-960873	0.2811078	0.659762	0.996037581365104	0.52257015046767	0.470024912881703	0.828652847511255
chr1_GL834418_random	960875	960876	chr1_GL834418_random-960876	0.273551	0.6706511	0.996101666804913	0.510827572183815	0.48527447312063	0.833138898198086
chr1_GL834419_random	1581251	1581252	chr1_GL834419_random-1581252	0.04156422	0.9475949	0.997237845496519	0.0794021960146401	0.914107669718198	0.903895041958822
chr1_GL834419_random	1581338	1581339	chr1_GL834419_random-1581339	-0.4811097	0.8431895	0.996896891346366	0.261437576250508	0.745471828844456	0.884662267274747
chr1_GL834420_random	234043	234044	chr1_GL834420_random-234044	-0.05036651	0.8934167	0.99707083472343	0.164091093940626	0.825976124802708	0.894720234858281
chr1_GL834420_random	267910	267911	chr1_GL834420_random-267911	-0.3561326	0.8747591	0.997008545908685	0.197234648230988	0.795905997929847	0.891175517293442
chr1_GL834420_random	406909	406910	chr1_GL834420_random-406910	-0.1968396	0.4739819	0.994493040012783	0.697793818625458	0.240001133598856	0.711764167665979
chr1_GL834421_random	226414	226415	chr1_GL834421_random-226415	0.4824278	0.2451035	0.989405107235001	0.863664091093941	0.0564714171519862	0.374985138984021
chr1_GL834422_random	242187	242188	chr1_GL834422_random-242188	0.08601436	0.7829931	0.996659121808963	0.369509963399756	0.651293230651366	0.870149805298027
chr1_GL834422_random	355831	355832	chr1_GL834422_random-355832	0.2369838	0.2420874	0.989274524145005	0.8652399349329	0.0549056314576973	0.369566858476199
chr1_GL834422_random	637086	637087	chr1_GL834422_random-637087	0.00158896	0.9924186	0.997362272233163	0.0120984139894266	0.987559209377995	0.91040258480062
chr1_GL834422_random	637087	637088	chr1_GL834422_random-637088	-0.2888297	0.6252157	0.995819553163851	0.556933712891419	0.422793545849186	0.813088993780961
chr1_GL834422_random	637091	637092	chr1_GL834422_random-637092	-0.08436891	0.9049021	0.99710790540454	0.145790971939813	0.844568978390245	0.896798738645368
chr1_GL834422_random	637092	637093	chr1_GL834422_random-637093	-0.2483123	0.6721729	0.996110458306049	0.509150061000407	0.487418915423011	0.833750971514553
chr1_GL834422_random	637093	637094	chr1_GL834422_random-637094	-0.8713336	0.3565051	0.992691629711272	0.792954453029687	0.130259460376467	0.572694276375053
chr1_GL834422_random	637323	637324	chr1_GL834422_random-637324	-0.8822427	0.3509165	0.992576102684719	0.797173647824319	0.125831208353796	0.564209833619498
chr1_GL834422_random	1005447	1005448	chr1_GL834422_random-1005448	0.4268136	0.2644068	0.990170996013442	0.850345668971127	0.0670379937009203	0.40819879112116
chr1_GL834423_random	894843	894844	chr1_GL834423_random-894844	0.05849982	0.7537869	0.996530125423057	0.409465229768198	0.60676207684216	0.86193564891069
chr1_GL834423_random	913513	913514	chr1_GL834423_random-913514	0.05388992	0.8685228	0.996987130928844	0.20836722244815	0.785895910401475	0.889941954848909
chr1_GL834423_random	913634	913635	chr1_GL834423_random-913635	-0.6732023	0.851647	0.996927612887153	0.242679951199675	0.758922322990399	0.886474351990169
chr1_GL834423_random	945580	945581	chr1_GL834423_random-945581	0.1769514	0.5463148	0.995218683585538	0.63577673851159	0.322172302153178	0.768241895983026
chr1_GL834423_random	1003997	1003998	chr1_GL834423_random-1003998	0.2612547	0.4044319	0.993552116536468	0.753609190727938	0.171262662303182	0.637960348701244
chr1_GL834423_random	1687414	1687415	chr1_GL834423_random-1687415	-0.6357411	0.8572273	0.996947552182216	0.231725294835299	0.767822382438267	0.887642409356849
chr1_GL834423_random	2054905	2054906	chr1_GL834423_random-2054906	-0.6357411	0.8572273	0.996947552182216	0.231725294835299	0.767822382438267	0.887642409356849
chr1_GL834423_random	2263109	2263110	chr1_GL834423_random-2263110	-0.06791575	0.8030231	0.996742182662667	0.335807238714925	0.682300141457539	0.875315039694345
chr1_GL834423_random	2263228	2263229	chr1_GL834423_random-2263229	-0.1089463	0.5926584	0.995590915608921	0.591093940626271	0.379988841956249	0.796322414430684
chr1_GL834423_random	2775554	2775555	chr1_GL834423_random-2775555	-0.09816841	0.6165374	0.995760959179304	0.565575437169581	0.411216175538961	0.80883268328111
chr1_GL834423_random	2775614	2775615	chr1_GL834423_random-2775615	0.06724399	0.7329152	0.996431664162405	0.439101260675071	0.575484204992108	0.855515967683209
chr1_GL834424_random	654758	654759	chr1_GL834424_random-654759	0.1705811	0.4735379	0.994487905022184	0.698352989019927	0.239529245391179	0.711360226488401
chr1_GL834424_random	687376	687377	chr1_GL834424_random-687377	-0.0350919	0.8572572	0.9969476583226	0.231496543310289	0.767870122772896	0.887648610063475
chr1_GL834424_random	704601	704602	chr1_GL834424_random-704602	0.2329576	0.6223726	0.995800536394835	0.559983733224888	0.418987572196411	0.811710829936879
chr1_GL834424_random	704704	704705	chr1_GL834424_random-704705	-0.8517977	0.01305662	0.832624992773607	0.985156567710451	4.63447194971329e-05	0.00281430135480791
chr1_GL834424_random	704912	704913	chr1_GL834424_random-704913	-0.05423582	0.8667356	0.996980937179378	0.21177307848719	0.783031265249728	0.889583775635857
chr1_GL834424_random	717579	717580	chr1_GL834424_random-717580	0.1169205	0.761551	0.996565379690959	0.400366002440016	0.618516516709076	0.864203152794308
chr1_GL834424_random	717626	717627	chr1_GL834424_random-717627	0.4602271	0.09023073	0.971733968163697	0.946878812525417	0.0054332259403263	0.0930638536840772
chr1_GL834424_random	717675	717676	chr1_GL834424_random-717676	-0.1843618	0.6974136	0.996250700292231	0.482462383082554	0.523443971782049	0.843400979740263
chr1_GL834424_random	717676	717677	chr1_GL834424_random-717677	0.3929538	0.2110554	0.987716901139397	0.88328588857259	0.0401354468517802	0.311576242748481
chr1_GL834424_random	1023741	1023742	chr1_GL834424_random-1023742	0.03979295	0.8710776	0.996995940884266	0.204020943472956	0.789994077224059	0.890450345199628
chr1_GL834424_random	2139105	2139106	chr1_GL834424_random-2139106	0.03979295	0.8710776	0.996995940884266	0.204020943472956	0.789994077224059	0.890450345199628
chr1_GL834425_random	30515	30516	chr1_GL834425_random-30516	0.0503769	0.898011	0.997085776907855	0.157126880845872	0.833406520970073	0.895560845881517
chr1_GL834425_random	415093	415094	chr1_GL834425_random-415094	0.1115782	0.7890345	0.996684617101251	0.359749898332656	0.660607529459923	0.871745828239861
chr1_GL834425_random	575219	575220	chr1_GL834425_random-575220	0.5922185	0.01935281	0.880575242367253	0.980784871899146	0.000124162982646307	0.0058596583397824
chr1_GL834425_random	575403	575404	chr1_GL834425_random-575404	0.1256522	0.7714697	0.996609388497273	0.385929239528264	0.633622388748144	0.867010066843067
chr1_GL834426_random	52868	52869	chr1_GL834426_random-52869	0.3127268	0.4865164	0.994634158795403	0.687576250508337	0.253491716727078	0.722852457808684
chr1_GL834426_random	52937	52938	chr1_GL834426_random-52938	0.1603505	0.7389473	0.996460689745846	0.430052867019113	0.584474346450933	0.857421495495741
chr1_GL834426_random	97326	97327	chr1_GL834426_random-97327	0.2387535	0.6140593	0.995743924899422	0.568218788125254	0.407932230965647	0.807589851657971
chr1_GL834426_random	97609	97610	chr1_GL834426_random-97610	0.4529519	0.3013611	0.991365867674943	0.828182187881253	0.0898842265827767	0.480471551011688
chr1_GL834426_random	294772	294773	chr1_GL834426_random-294773	0.3627579	0.3102109	0.991610118507255	0.82259048393656	0.095861421765744	0.49655695509408
chr1_GL834426_random	294773	294774	chr1_GL834426_random-294774	-0.04454272	0.8870125	0.997049748643339	0.175122000813339	0.815634982677468	0.893527550516031
chr1_GL834426_random	294779	294780	chr1_GL834426_random-294780	-0.1437371	0.6103034	0.995717844526063	0.572997153314355	0.402973803721275	0.805682376157173
chr1_GL834426_random	294787	294788	chr1_GL834426_random-294788	-0.5902845	0.06842514	0.963058960493283	0.958011386742578	0.00278765552615906	0.0601973793235936
chr1_GL834426_random	294805	294806	chr1_GL834426_random-294806	0.01855364	0.923096	0.99716474596403	0.116663277755185	0.874130856114828	0.899939637502517
chr1_GL834426_random	294900	294901	chr1_GL834426_random-294901	-0.037799	0.8521928	0.996929574602933	0.241561610410736	0.759791951387199	0.886589552824138
chr1_GL834426_random	294974	294975	chr1_GL834426_random-294975	0.6362405	0.4646279	0.994382795342389	0.705673037820252	0.230146991068183	0.703087146311975
chr1_GL834426_random	525984	525985	chr1_GL834426_random-525985	0.1730003	0.5901623	0.995572349890684	0.593533956893046	0.37677927592495	0.794943178276834
chr1_GL834426_random	612378	612379	chr1_GL834426_random-612379	0.1775642	0.5866317	0.995545821094871	0.596583977226515	0.372257573065586	0.792968081382537
chr1_GL834426_random	612440	612441	chr1_GL834426_random-612441	0.09956788	0.761343	0.996564444571493	0.400772671817812	0.618200802797505	0.864143223443947
chr1_GL834426_random	612441	612442	chr1_GL834426_random-612442	0.1526494	0.6493021	0.995974005967294	0.533296055307035	0.45553638839737	0.824161359701035
chr1_GL834426_random	612480	612481	chr1_GL834426_random-612481	-0.07610465	0.7153273	0.996344249491275	0.45984139894266	0.549511786074518	0.849713300561874
chr1_GL834426_random	612562	612563	chr1_GL834426_random-612563	-0.1395907	0.6462642	0.995955157489298	0.536905246034974	0.451358463573182	0.822822116950043
chr1_GL834427_random	392393	392394	chr1_GL834427_random-392394	-0.001789418	0.9925208	0.997362543123993	0.0119967466449776	0.987726907339682	0.91041643405743
chr1_GL834427_random	392444	392445	chr1_GL834427_random-392445	-0.02453644	0.9100134	0.997124102803995	0.137200081333876	0.852861225496297	0.897699500225611
chr1_GL834427_random	940093	940094	chr1_GL834427_random-940094	0.004372013	0.9850574	0.997342613233008	0.023332655551037	0.975481560474021	0.909393771516429
chr1_GL834427_random	966768	966769	chr1_GL834427_random-966769	-0.06975803	0.7194693	0.996365219225946	0.454808865392436	0.55559541368673	0.851113894354957
chr1_GL834427_random	966830	966831	chr1_GL834427_random-966831	-0.1938797	0.3416075	0.992375339741856	0.803477023180155	0.118621775253754	0.549651830709751
chr1_GL834427_random	1499302	1499303	chr1_GL834427_random-1499303	0.02484731	0.9069606	0.997114450559822	0.142232614884099	0.847907289445819	0.897163270027652
chr1_GL834427_random	1499399	1499400	chr1_GL834427_random-1499400	0.105888	0.6291637	0.995845676475598	0.552816185441236	0.428099588299371	0.814977011840617
chr1_GL834427_random	1499400	1499401	chr1_GL834427_random-1499401	0.0449156	0.8052198	0.996751041357328	0.332299715331436	0.685722045098303	0.875860004468009
chr1_GL834427_random	1789922	1789923	chr1_GL834427_random-1789923	-0.05330012	0.8101908	0.996770911271647	0.323657991053274	0.693480514952842	0.877078129368846
chr1_GL834427_random	1962846	1962847	chr1_GL834427_random-1962847	-0.1063071	0.6465971	0.99595723155423	0.53629524196828	0.451815623185832	0.822969653608002
chr1_GL834428_random	243150	243151	chr1_GL834428_random-243151	-0.06106308	0.9536559	0.997255352302852	0.0694387962586417	0.924021526583832	0.90482802208097
chr1_GL834428_random	253807	253808	chr1_GL834428_random-253808	-0.5047634	0.7478484	0.996502668274413	0.417852785685238	0.597814340031074	0.860158160642926
chr1_GL834428_random	254116	254117	chr1_GL834428_random-254117	0.0546183	0.8244613	0.996826625808351	0.297732818218788	0.715863883011921	0.880462164344069
chr1_GL834428_random	276203	276204	chr1_GL834428_random-276204	0.3935945	0.1022029	0.974962181815361	0.940575437169581	0.00732189375374245	0.111905247160637
chr1_GL834428_random	276418	276419	chr1_GL834428_random-276419	0.4747338	0.2280195	0.988620334911612	0.873373322488817	0.0479071270597031	0.343701966140184
chr1_GL834428_random	354378	354379	chr1_GL834428_random-354379	0.3849104	0.1359511	0.981059794680783	0.922936152907686	0.0144130032310074	0.170178966013981
chr1_GL834428_random	357845	357846	chr1_GL834428_random-357846	0.05937321	0.7979106	0.996721377094055	0.345363969093127	0.674352115310931	0.874030601318727
chr1_GL834428_random	359972	359973	chr1_GL834428_random-359973	0.1243654	0.6646749	0.996066754120305	0.517283448556324	0.476884408508995	0.8307002361332
chr1_GL834428_random	360220	360221	chr1_GL834428_random-360221	0.1177881	0.5550851	0.995293872479237	0.627846685644571	0.332819323354422	0.773980210808801
chr1_GL834428_random	430220	430221	chr1_GL834428_random-430221	0.1092819	0.5577645	0.995316373982	0.625355835705571	0.336100121883619	0.775691590762033
chr1_GL834428_random	430525	430526	chr1_GL834428_random-430526	0.3329888	0.1108988	0.976880079456594	0.936762911752745	0.00889579123877541	0.126893106719549
chr1_GL834428_random	608905	608906	chr1_GL834428_random-608906	-0.1122373	0.7386207	0.996459130290905	0.430459536396909	0.583986538912303	0.857319391585775
